validation_type,model,val_auc,test_auc,val_ap,test_ap,test_fdr,training_time
real_validation,ABOD,0.7559189012426423,0.7929570938745251,0.6335656385998278,0.8086324334329795,0.19473684210526315,2.4217259883880615
real_validation,KNN,0.7174405929801613,0.7567695301640256,0.5849910981789972,0.7741098063983328,0.20987654320987653,0.2718634605407715
real_validation,LOF,0.7457161543492479,0.7698359744231305,0.5515966223378519,0.7622857939905331,0.2552083333333333,0.16057276725769043
real_validation,COF,0.4741007194244604,0.45072745806690767,0.32332999919760375,0.4731511483825279,0.5943396226415094,0.6904454231262207
real_validation,IForest,0.8098975365162415,0.8529886016124549,0.6295292472372732,0.8109351037527893,0.1717171717171717,0.13982796669006348
real_validation,OCSVM,0.8049923697405711,0.8225465665832637,0.6503523751500621,0.8240846159083007,0.1702127659574468,0.09576845169067383
real_validation,COPOD,0.7636581643775888,0.7343712352886664,0.583911328601436,0.7259236792506044,0.2413793103448276,0.12751126289367676
real_validation,PCA,0.8217571397427512,0.8459178945417477,0.6474876341789495,0.8435988412381606,0.15104166666666666,0.009324789047241211
real_validation,HBOS,0.7078700675822978,0.7440366972477064,0.5293021529943452,0.7331350163690974,0.24427480916030533,1.3862223625183105
real_validation,MCD,0.6374318726836712,0.68873135019924,0.43358601566998906,0.6578755110606314,0.25,0.43408918380737305
real_validation,LODA,0.6662960540658383,0.6712074877212493,0.4488750347876395,0.662051034382767,0.29464285714285715,0.062445640563964844
real_validation,CBLOF,0.681730978853281,0.7100639421740339,0.5294999692088711,0.7469032748831606,0.2054794520547945,1.5367660522460938
synthetic_local_validation,ABOD,0.9919555264879005,0.7929570938745251,0.9823138013531542,0.8086324334329795,0.19473684210526315,1.2953054904937744
synthetic_local_validation,KNN,0.9765642031829083,0.7567695301640256,0.9302083961904243,0.7741098063983328,0.20987654320987653,0.28612709045410156
synthetic_local_validation,LOF,0.9829300196206672,0.7698359744231305,0.9586666832896831,0.7622857939905331,0.2552083333333333,0.14747047424316406
synthetic_local_validation,COF,0.9575975583169827,0.45072745806690767,0.8936894909805304,0.4731511483825279,0.5943396226415094,0.7274298667907715
synthetic_local_validation,IForest,0.9375190756485722,0.8529886016124549,0.8792550671908649,0.8109351037527893,0.1717171717171717,0.14876842498779297
synthetic_local_validation,OCSVM,0.9652278177458034,0.8225465665832637,0.9205545737274311,0.8240846159083007,0.1702127659574468,0.09911489486694336
synthetic_local_validation,COPOD,0.9942882057989972,0.7343712352886664,0.9871875777447966,0.7259236792506044,0.2413793103448276,0.03280210494995117
synthetic_local_validation,PCA,0.9541094397209505,0.8459178945417477,0.8735276298631566,0.8435988412381606,0.15104166666666666,0.009287595748901367
synthetic_local_validation,HBOS,0.9872683671244823,0.7440366972477064,0.97442592152635,0.7331350163690974,0.24427480916030533,0.010585308074951172
synthetic_local_validation,MCD,0.8708306082406801,0.68873135019924,0.6306247325344451,0.6578755110606314,0.25,0.451416015625
synthetic_local_validation,LODA,0.9020274689339438,0.7288481141692149,0.8279896442364723,0.7348668469276608,0.2198581560283688,0.05496692657470703
synthetic_local_validation,CBLOF,0.9663832570307389,0.7100639421740339,0.8843424835221666,0.7469032748831606,0.2054794520547945,0.4519996643066406
synthetic_cluster_validation,ABOD,1.0,0.7929570938745251,0.9999999999999998,0.8086324334329795,0.19473684210526315,1.3152105808258057
synthetic_cluster_validation,KNN,1.0,0.7567695301640256,0.9999999999999998,0.7741098063983328,0.20987654320987653,0.29073596000671387
synthetic_cluster_validation,LOF,1.0,0.7698359744231305,0.9999999999999998,0.7622857939905331,0.2552083333333333,0.16770672798156738
synthetic_cluster_validation,COF,0.3544582515805538,0.45072745806690767,0.22388139029017703,0.4731511483825279,0.5943396226415094,0.7317626476287842
synthetic_cluster_validation,IForest,1.0,0.8529886016124549,1.0,0.8109351037527893,0.1717171717171717,0.14578914642333984
synthetic_cluster_validation,OCSVM,1.0,0.8225465665832637,1.0,0.8240846159083007,0.1702127659574468,0.09981489181518555
synthetic_cluster_validation,COPOD,1.0,0.7343712352886664,0.9999999999999998,0.7259236792506044,0.2413793103448276,0.03352975845336914
synthetic_cluster_validation,PCA,1.0,0.8459178945417477,0.9999999999999998,0.8435988412381606,0.15104166666666666,0.009664773941040039
synthetic_cluster_validation,HBOS,1.0,0.7440366972477064,0.9999999999999999,0.7331350163690974,0.24427480916030533,0.011420249938964844
synthetic_cluster_validation,MCD,0.9912143012862438,0.68873135019924,0.9317161859259792,0.6578755110606314,0.25,0.4591636657714844
synthetic_cluster_validation,LODA,1.0,0.7352515985543508,0.9999999999999999,0.7478278108948793,0.21476510067114093,0.0634150505065918
synthetic_cluster_validation,CBLOF,1.0,0.7100639421740339,0.9999999999999998,0.7469032748831606,0.2054794520547945,0.44226980209350586
synthetic_global_validation,ABOD,1.0,0.7929570938745251,0.9999999999999998,0.8086324334329795,0.19473684210526315,1.3204472064971924
synthetic_global_validation,KNN,1.0,0.7567695301640256,0.9999999999999998,0.7741098063983328,0.20987654320987653,0.2855238914489746
synthetic_global_validation,LOF,0.9996293873991715,0.7698359744231305,0.9991081171057229,0.7622857939905331,0.2552083333333333,0.16104960441589355
synthetic_global_validation,COF,0.2909090909090909,0.45072745806690767,0.21124871864914585,0.4731511483825279,0.5943396226415094,0.7276895046234131
synthetic_global_validation,IForest,1.0,0.8529886016124549,0.9999999999999998,0.8109351037527893,0.1717171717171717,0.14564132690429688
synthetic_global_validation,OCSVM,1.0,0.8225465665832637,0.9999999999999999,0.8240846159083007,0.1702127659574468,0.10158824920654297
synthetic_global_validation,COPOD,1.0,0.7343712352886664,0.9999999999999998,0.7259236792506044,0.2413793103448276,0.03326416015625
synthetic_global_validation,PCA,0.999345977763244,0.8459178945417477,0.9983876707029682,0.8435988412381606,0.15104166666666666,0.009412765502929688
synthetic_global_validation,HBOS,1.0,0.7440366972477064,0.9999999999999998,0.7331350163690974,0.24427480916030533,0.011050701141357422
synthetic_global_validation,MCD,0.9940701983867452,0.68873135019924,0.9759852622438945,0.6578755110606314,0.25,0.449871301651001
synthetic_global_validation,LODA,1.0,0.780455935501807,0.9999999999999998,0.7730223796683369,0.24358974358974358,0.06925368309020996
synthetic_global_validation,CBLOF,0.9993241770220187,0.7100639421740339,0.9983301167461336,0.7469032748831606,0.2054794520547945,0.41915106773376465
synthetic_discrepancy_validation,ABOD,0.8895574449531284,0.7929570938745251,0.7560884106571844,0.8086324334329795,0.19473684210526315,1.3235247135162354
