validation_type,model,val_auc,test_auc,val_ap,test_ap,test_fdr,training_time
real_validation,ABOD,0.9941888888888888,0.9958,0.9479072676882554,0.9919999362317399,0.10485933503836317,3.290193796157837
real_validation,KNN,0.9949888888888889,0.9926,0.9408210525310673,0.965296009186905,0.12280701754385964,0.3779785633087158
real_validation,LOF,0.9849222222222223,0.9851904761904762,0.8965423968284285,0.9667147038389974,0.13554987212276215,0.16135549545288086
real_validation,COF,0.4469666666666666,0.4847428571428572,0.217055375740637,0.4068227314679833,0.4897959183673469,1.5323426723480225
real_validation,IForest,0.9912555555555556,0.984247619047619,0.9520890827478377,0.9494045316385215,0.125,0.16241979598999023
real_validation,OCSVM,0.9953444444444445,0.9918619047619047,0.9401060007317417,0.9557605004794312,0.14215686274509803,0.25467562675476074
real_validation,COPOD,0.9563666666666667,0.8897333333333333,0.8308379814123671,0.7601336747260105,0.20689655172413793,0.13549542427062988
real_validation,PCA,0.9881444444444444,0.9810333333333333,0.9083264824441336,0.9247861463768892,0.13032581453634084,0.009586334228515625
real_validation,HBOS,0.9663111111111111,0.9551095238095239,0.8867838689281752,0.9101081558119678,0.16939890710382513,1.4489219188690186
real_validation,MCD,0.9685,0.9653380952380952,0.888168159407299,0.9272554359405196,0.1778975741239892,0.9559841156005859
real_validation,LODA,0.9791888888888889,0.9677238095238095,0.9003201580272384,0.9047051224969745,0.1270718232044199,0.07299470901489258
real_validation,CBLOF,0.989211111111111,0.9894333333333334,0.9011821647927309,0.9502095969792008,0.14004914004914004,1.5483934879302979
synthetic_local_validation,ABOD,0.9956888888888888,0.9958,0.9819297255376498,0.9919999362317399,0.10485933503836317,2.605180025100708
synthetic_local_validation,KNN,0.9907888888888888,0.9926,0.9567568827284799,0.965296009186905,0.12280701754385964,0.4056415557861328
synthetic_local_validation,LOF,0.9819666666666667,0.9851904761904762,0.9495947775225221,0.9667147038389974,0.13554987212276215,0.16280007362365723
synthetic_local_validation,COF,0.9519,0.4847428571428572,0.8548203704861527,0.4068227314679833,0.4897959183673469,1.6771719455718994
synthetic_local_validation,IForest,0.9345111111111112,0.984247619047619,0.7818277716808745,0.9494045316385215,0.125,0.16786861419677734
synthetic_local_validation,OCSVM,0.9670444444444445,0.9918619047619047,0.901506547207489,0.9557605004794312,0.14215686274509803,0.2510509490966797
synthetic_local_validation,COPOD,0.9564666666666667,0.8897333333333333,0.8684714069502174,0.7601336747260105,0.20689655172413793,0.03968310356140137
synthetic_local_validation,PCA,0.9485444444444444,0.9810333333333333,0.8517728336817844,0.9247861463768892,0.13032581453634084,0.009339094161987305
synthetic_local_validation,HBOS,0.9870000000000001,0.9551095238095239,0.9590219923985631,0.9101081558119678,0.16939890710382513,0.01033329963684082
synthetic_local_validation,MCD,0.8456111111111111,0.9653380952380952,0.5646224654939331,0.9272554359405196,0.1778975741239892,1.006711483001709
synthetic_local_validation,LODA,0.9208111111111111,0.9724952380952381,0.7444357390265964,0.9089155791690128,0.14742014742014742,0.08904099464416504
synthetic_local_validation,CBLOF,0.9672555555555555,0.9894333333333334,0.8763753852220783,0.9502095969792008,0.14004914004914004,0.5768730640411377
synthetic_cluster_validation,ABOD,1.0,0.9958,1.0000000000000002,0.9919999362317399,0.10485933503836317,1.9957218170166016
synthetic_cluster_validation,KNN,1.0,0.9926,1.0000000000000002,0.965296009186905,0.12280701754385964,0.3638296127319336
synthetic_cluster_validation,LOF,1.0,0.9851904761904762,1.0000000000000002,0.9667147038389974,0.13554987212276215,0.16003203392028809
synthetic_cluster_validation,COF,0.3872,0.4847428571428572,0.15299617262994794,0.4068227314679833,0.4897959183673469,1.4523093700408936
synthetic_cluster_validation,IForest,1.0,0.984247619047619,1.0,0.9494045316385215,0.125,0.15627479553222656
synthetic_cluster_validation,OCSVM,1.0,0.9918619047619047,1.0,0.9557605004794312,0.14215686274509803,0.24777936935424805
synthetic_cluster_validation,COPOD,1.0,0.8897333333333333,1.0000000000000002,0.7601336747260105,0.20689655172413793,0.0390925407409668
synthetic_cluster_validation,PCA,1.0,0.9810333333333333,1.0000000000000002,0.9247861463768892,0.13032581453634084,0.009409904479980469
synthetic_cluster_validation,HBOS,1.0,0.9551095238095239,1.0,0.9101081558119678,0.16939890710382513,0.009800195693969727
synthetic_cluster_validation,MCD,1.0,0.9653380952380952,1.0000000000000002,0.9272554359405196,0.1778975741239892,0.9359850883483887
synthetic_cluster_validation,LODA,0.9984222222222222,0.9800666666666666,0.9815411009917874,0.9315461553304176,0.13399503722084366,0.07294201850891113
synthetic_cluster_validation,CBLOF,1.0,0.9894333333333334,1.0000000000000002,0.9502095969792008,0.14004914004914004,0.5442428588867188
synthetic_global_validation,ABOD,0.9999777777777777,0.9958,0.9999114054451805,0.9919999362317399,0.10485933503836317,2.0731475353240967
synthetic_global_validation,KNN,0.9999111111111112,0.9926,0.9996410578970849,0.965296009186905,0.12280701754385964,0.37140893936157227
synthetic_global_validation,LOF,0.9994222222222222,0.9851904761904762,0.9973050117839144,0.9667147038389974,0.13554987212276215,0.16004490852355957
synthetic_global_validation,COF,0.7815555555555556,0.4847428571428572,0.5720901203258819,0.4068227314679833,0.4897959183673469,1.4989628791809082
synthetic_global_validation,IForest,0.9994111111111111,0.984247619047619,0.9975566296089133,0.9494045316385215,0.125,0.16211795806884766
synthetic_global_validation,OCSVM,0.9997333333333334,0.9918619047619047,0.9988909848352524,0.9557605004794312,0.14215686274509803,0.25446629524230957
