validation_type,model,val_auc,test_auc,val_ap,test_ap,test_fdr,training_time
real_validation,ABOD,0.7351111111111112,0.7125095238095238,0.4327171246980828,0.6039616480875328,0.33136094674556216,3.905046224594116
real_validation,KNN,0.7160222222222222,0.7024809523809524,0.43401537126800466,0.6069148452070484,0.37158469945355194,0.6209218502044678
real_validation,LOF,0.5661333333333334,0.5455666666666668,0.28083627898066954,0.4387038131991722,0.5074626865671642,0.23672080039978027
real_validation,COF,0.4661111111111111,0.3771,0.18246946379325693,0.28859352330359417,0.8793103448275862,1.8182179927825928
real_validation,IForest,0.6086999999999999,0.5930666666666667,0.234771504751059,0.41706435760831695,0.6170212765957447,0.1512317657470703
real_validation,OCSVM,0.6361888888888888,0.6287761904761905,0.40825330683361255,0.5920351866159881,0.37745098039215685,0.5499210357666016
real_validation,COPOD,0.6926,0.6156095238095238,0.28651302897426184,0.4303823888655154,0.6041666666666666,0.16308093070983887
real_validation,PCA,0.6612555555555555,0.6523285714285714,0.4141635098199984,0.5981355668174252,0.3556701030927835,0.02564263343811035
real_validation,HBOS,0.65605,0.6219142857142859,0.2519885201275065,0.4168042198008691,0.5982142857142857,1.4147775173187256
real_validation,MCD,0.7357111111111112,0.7404714285714286,0.4419946679500563,0.6475575825732066,0.2641509433962264,1.1440107822418213
real_validation,LODA,0.572111111111111,0.6283333333333333,0.3254928949463487,0.5453906333040435,0.3684210526315789,0.09069490432739258
real_validation,CBLOF,0.6789111111111111,0.6804380952380953,0.4162095648681664,0.6049785376330796,0.375,1.6357908248901367
synthetic_local_validation,ABOD,0.9898222222222222,0.7125095238095238,0.9784548506088835,0.6039616480875328,0.33136094674556216,2.260254383087158
synthetic_local_validation,KNN,0.963488888888889,0.7024809523809524,0.9193121028592682,0.6069148452070484,0.37158469945355194,0.6461100578308105
synthetic_local_validation,LOF,0.9842444444444445,0.5455666666666668,0.9103476740800873,0.4387038131991722,0.5074626865671642,0.2284994125366211
synthetic_local_validation,COF,0.9058444444444446,0.3771,0.6686488212262576,0.28859352330359417,0.8793103448275862,1.844421625137329
synthetic_local_validation,IForest,0.8957333333333333,0.5930666666666667,0.7290340476489803,0.41706435760831695,0.6170212765957447,0.15392208099365234
synthetic_local_validation,OCSVM,0.9653222222222222,0.6287761904761905,0.9052856929350385,0.5920351866159881,0.37745098039215685,0.36142849922180176
synthetic_local_validation,COPOD,1.0,0.6156095238095238,1.0000000000000002,0.4303823888655154,0.6041666666666666,0.07570600509643555
synthetic_local_validation,PCA,0.9596111111111111,0.6523285714285714,0.8965893638470049,0.5981355668174252,0.3556701030927835,0.025389909744262695
synthetic_local_validation,HBOS,0.9980444444444444,0.6219142857142859,0.9928228320874154,0.4168042198008691,0.5982142857142857,0.029175281524658203
synthetic_local_validation,MCD,0.9672888888888889,0.7404714285714286,0.7821873057529346,0.6475575825732066,0.2641509433962264,1.1247355937957764
synthetic_local_validation,LODA,0.933788888888889,0.47653333333333336,0.8192975612068486,0.3956724897856593,0.58,0.0807335376739502
synthetic_local_validation,CBLOF,0.944,0.6804380952380953,0.8561226599226196,0.6049785376330796,0.375,0.5480117797851562
synthetic_cluster_validation,ABOD,1.0,0.7125095238095238,1.0000000000000002,0.6039616480875328,0.33136094674556216,2.213977336883545
synthetic_cluster_validation,KNN,1.0,0.7024809523809524,1.0000000000000002,0.6069148452070484,0.37158469945355194,0.6103219985961914
synthetic_cluster_validation,LOF,1.0,0.5455666666666668,1.0,0.4387038131991722,0.5074626865671642,0.21088814735412598
synthetic_cluster_validation,COF,0.2591,0.3771,0.13159109499073957,0.28859352330359417,0.8793103448275862,1.9606988430023193
synthetic_cluster_validation,IForest,0.9986333333333334,0.5930666666666667,0.9941570960952864,0.41706435760831695,0.6170212765957447,0.15212178230285645
synthetic_cluster_validation,OCSVM,1.0,0.6287761904761905,1.0,0.5920351866159881,0.37745098039215685,0.3658432960510254
synthetic_cluster_validation,COPOD,1.0,0.6156095238095238,1.0000000000000002,0.4303823888655154,0.6041666666666666,0.0746612548828125
synthetic_cluster_validation,PCA,1.0,0.6523285714285714,1.0000000000000002,0.5981355668174252,0.3556701030927835,0.025507688522338867
synthetic_cluster_validation,HBOS,1.0,0.6219142857142859,1.0,0.4168042198008691,0.5982142857142857,0.029526233673095703
synthetic_cluster_validation,MCD,0.9651000000000001,0.7404714285714286,0.7579976234243837,0.6475575825732066,0.2641509433962264,1.1459288597106934
synthetic_cluster_validation,LODA,1.0,0.4973619047619048,1.0,0.45200072442610917,0.4927536231884058,0.08446335792541504
synthetic_cluster_validation,CBLOF,1.0,0.6804380952380953,1.0000000000000002,0.6049785376330796,0.375,0.5321986675262451
synthetic_global_validation,ABOD,1.0,0.7125095238095238,1.0000000000000002,0.6039616480875328,0.33136094674556216,2.27194881439209
synthetic_global_validation,KNN,1.0,0.7024809523809524,1.0000000000000002,0.6069148452070484,0.37158469945355194,0.6274077892303467
synthetic_global_validation,LOF,0.9989666666666667,0.5455666666666668,0.9956087370280544,0.4387038131991722,0.5074626865671642,0.22372078895568848
synthetic_global_validation,COF,0.23448888888888889,0.3771,0.13015671767418946,0.28859352330359417,0.8793103448275862,1.9858341217041016
synthetic_global_validation,IForest,1.0,0.5930666666666667,1.0000000000000002,0.41706435760831695,0.6170212765957447,0.16016888618469238
synthetic_global_validation,OCSVM,1.0,0.6287761904761905,1.0,0.5920351866159881,0.37745098039215685,0.40473365783691406
synthetic_global_validation,COPOD,1.0,0.6156095238095238,1.0000000000000002,0.4303823888655154,0.6041666666666666,0.08123087882995605
